WBGeneID,Sequence.name,tissue
WBGene00185098,Y71G12B.35,nervous-system
WBGene00185117,C45B11.9,nervous-system
WBGene00185118,K02E2.11,nervous-system
WBGene00189932,Y26G10.7,intestine
WBGene00189933,F38B7.11,nervous-system
WBGene00189956,Y34F4.6,intestine
WBGene00189958,F45H11.8,reproductive-system
WBGene00189961,Y54G2A.57,intestine
WBGene00189995,C06E7.88,intestine
WBGene00194643,C48D1.9,nervous-system
WBGene00194644,ZK795.6,rectum
WBGene00194649,Y57G11C.1130,reproductive-system
WBGene00194654,M05B5.7,nervous-system
WBGene00194658,R09E10.13,nervous-system
WBGene00194667,Y105C5A.1271,nervous-system
WBGene00194674,F23D12.11,excretory-system
WBGene00194675,Y60A9A.3,reproductive-system
WBGene00194677,D1054.19,epithelial-system
WBGene00194679,T26C11.9,nervous-system
WBGene00194680,Y17D7C.6,intestine
WBGene00194682,F40D4.17,nervous-system
WBGene00194689,Y38H6C.24,nervous-system
WBGene00194695,B0462.5,intestine
WBGene00194699,Y43F8B.22,nervous-system
WBGene00194702,C32E8.12,nervous-system
WBGene00194708,Y36E3A.2,nervous-system
WBGene00194710,mks-2,nervous-system
WBGene00194712,T11F9.21,intestine
WBGene00194717,ZC239.22,intestine
WBGene00194727,C18D11.10,epithelial-system
WBGene00194738,Y46E12A.5,epithelial-system
WBGene00194746,pals-20,intestine
WBGene00194785,C52E4.12,nervous-system
WBGene00194788,R02D5.10,intestine
WBGene00194794,F45B8.5,reproductive-system
WBGene00194795,F42F12.14,epithelial-system
WBGene00194799,Y70C5A.4,intestine
WBGene00194800,linc-83,intestine
WBGene00194806,mir-2211,nervous-system
WBGene00194812,F19B2.12,nervous-system
WBGene00194833,F17E9.15,intestine
WBGene00194835,Y17G9B.11,nervous-system
WBGene00194847,F19C6.8,nervous-system
WBGene00194851,K07C10.3,nervous-system
WBGene00194852,T28A8.8,reproductive-system
WBGene00194855,Y75B8A.44,nervous-system
WBGene00194861,H04D03.6,reproductive-system
WBGene00194866,Y41C4A.22,nervous-system
WBGene00194870,F53A2.11,nervous-system
WBGene00194891,Y6D1A.3,reproductive-system
WBGene00194892,dsb-2,reproductive-system
WBGene00194894,T05B4.14,epithelial-system
WBGene00194905,Y53F4B.51,nervous-system
WBGene00194909,F41E6.17,nervous-system
WBGene00194910,ZC404.15,nervous-system
WBGene00194912,ZK856.18,intestine
WBGene00194913,Y105C5A.1272,nervous-system
WBGene00194921,ZK742.7,nervous-system
WBGene00194926,K08D8.12,rectum
WBGene00194934,ZK809.9,nervous-system
WBGene00194935,M02G9.4,nervous-system
WBGene00194951,Y105C5A.1274,intestine
WBGene00194981,Y49E10.30,reproductive-system
WBGene00194982,Y17D7B.10,nervous-system
WBGene00194993,T27E4.11,reproductive-system
WBGene00194998,C16C4.18,intestine
WBGene00195004,K08D12.8,epithelial-system
WBGene00195017,srpr-2.2,nervous-system
WBGene00195018,srpr-3,nervous-system
WBGene00195026,F39E9.19,intestine
WBGene00195027,F39E9.20,intestine
WBGene00195028,F39E9.21,intestine
WBGene00195045,W05F2.8,nervous-system
WBGene00195049,CC8.3,nervous-system
WBGene00195050,T22D1.17,intestine
WBGene00195051,T22D1.18,epithelial-system
WBGene00195058,C54E10.7,nervous-system
WBGene00195068,Y48G8AL.16,nervous-system
WBGene00195070,C16C8.20,reproductive-system
WBGene00195073,F02E11.7,nervous-system
WBGene00195077,T24E12.13,nervous-system
WBGene00195081,C04F6.7,nervous-system
WBGene00195084,C43C3.4,nervous-system
WBGene00195143,nlp-78,nervous-system
WBGene00195145,ZK666.15,nervous-system
WBGene00195147,F14E5.8,nervous-system
WBGene00195154,F13A2.10,nervous-system
WBGene00195164,K12B6.11,intestine
WBGene00195170,linc-61,intestine
WBGene00195171,T09D3.9,nervous-system
WBGene00195175,Y105E8A.36,nervous-system
WBGene00195176,Y43F8B.24,intestine
WBGene00195182,C17G10.10,intestine
WBGene00195183,R04A9.9,intestine
WBGene00195184,F19G12.8,intestine
WBGene00195185,F19G12.9,nervous-system
WBGene00195186,F19G12.10,nervous-system
WBGene00195208,W02H3.3,nervous-system
WBGene00195209,C07B5.8,nervous-system
WBGene00195210,Y7A5A.13,nervous-system
WBGene00195226,ZC404.16,reproductive-system
WBGene00195233,F31E9.11,intestine
WBGene00195243,F46B3.23,nervous-system
WBGene00195244,F30A10.15,reproductive-system
WBGene00195246,ZK546.19,intestine
WBGene00195254,H16D19.6,nervous-system
WBGene00195268,C39F7.6,nervous-system
WBGene00195328,C01B7.8,nervous-system
WBGene00195331,R10E12.3,nervous-system
WBGene00195359,R07G3.10,nervous-system
WBGene00195365,F45E4.15,nervous-system
WBGene00195366,C50F4.17,nervous-system
WBGene00195375,C34E7.6,nervous-system
WBGene00195390,ZC518.6,nervous-system
WBGene00195456,T06F4.5,nervous-system
WBGene00195461,F28E10.7,nervous-system
WBGene00195484,K03C7.4,nervous-system
WBGene00195490,C09D8.2,nervous-system
WBGene00195494,F48C11.5,nervous-system
WBGene00195499,H22K11.5,nervous-system
WBGene00195527,C09D8.3,nervous-system
WBGene00195542,C24A3.10,nervous-system
WBGene00195547,T28B11.2,nervous-system
WBGene00195588,K08E5.7,nervous-system
WBGene00195656,T01H3.6,nervous-system
WBGene00195659,Y69E1A.9,nervous-system
WBGene00195670,F52B10.4,nervous-system
WBGene00195700,F13D12.11,nervous-system
WBGene00195701,F09B9.6,nervous-system
WBGene00195753,B0350.69,nervous-system
WBGene00195776,F37D6.8,nervous-system
WBGene00195777,D2023.10,nervous-system
WBGene00195785,C18B12.10,nervous-system
WBGene00195790,F58H1.10,nervous-system
WBGene00195795,R07E4.7,nervous-system
WBGene00195843,F57G12.3,nervous-system
WBGene00195859,W09D12.5,nervous-system
WBGene00195966,C16E9.10,nervous-system
WBGene00196002,K03C7.5,nervous-system
WBGene00196021,F09G2.10,nervous-system
WBGene00196029,T06F4.6,nervous-system
WBGene00196047,C02C6.4,nervous-system
WBGene00196060,VB0365.1,nervous-system
WBGene00196078,T02E9.11,nervous-system
WBGene00196086,F16H9.4,nervous-system
WBGene00196124,F57B10.16,nervous-system
WBGene00196127,K02E11.14,nervous-system
WBGene00196138,C05B10.14,nervous-system
WBGene00196141,R10E12.4,nervous-system
WBGene00196146,F10G8.10,nervous-system
WBGene00196175,W03G11.8,nervous-system
WBGene00196176,T28B11.7,nervous-system
WBGene00196188,F15C11.4,nervous-system
WBGene00196197,F09F3.14,nervous-system
WBGene00196234,T10B11.9,nervous-system
WBGene00196259,F28E10.9,nervous-system
WBGene00196274,C09D8.4,nervous-system
WBGene00196281,C16E9.12,nervous-system
WBGene00196285,F40H3.7,nervous-system
WBGene00196340,ZK40.6,nervous-system
WBGene00196346,T02E9.13,nervous-system
WBGene00196357,W02H5.14,nervous-system
WBGene00196363,C34H3.6,nervous-system
WBGene00196395,Y111B2A.33,nervous-system
WBGene00196407,T13H2.7,nervous-system
WBGene00196439,Y57A10B.9,nervous-system
WBGene00196442,T21B10.9,nervous-system
WBGene00196443,C04H4.3,nervous-system
WBGene00196449,Y75B7AL.5,nervous-system
WBGene00196496,C09D8.5,nervous-system
WBGene00196501,T28B11.8,nervous-system
WBGene00196518,H01G02.6,nervous-system
WBGene00196523,C04H4.4,nervous-system
WBGene00196535,C02B10.72,nervous-system
WBGene00196537,F58B4.9,nervous-system
WBGene00196563,ZK675.6,nervous-system
WBGene00196568,M79.9,nervous-system
WBGene00196578,F55C12.10,nervous-system
WBGene00196617,C50H2.15,nervous-system
WBGene00196625,T28C12.8,nervous-system
WBGene00196630,F09D5.1,nervous-system
WBGene00196679,F10G8.11,nervous-system
WBGene00196702,T12A7.11,nervous-system
WBGene00196775,F58G11.7,nervous-system
WBGene00196780,C17E4.15,nervous-system
WBGene00196819,F31E8.10,nervous-system
WBGene00196830,F40H3.8,nervous-system
WBGene00196843,C41G11.9,nervous-system
WBGene00196852,C02F4.10,nervous-system
WBGene00196858,C30C11.7,nervous-system
WBGene00196872,F40F9.15,nervous-system
WBGene00196893,F13H6.7,nervous-system
WBGene00196906,F08G5.11,nervous-system
WBGene00196994,T01H3.7,nervous-system
WBGene00197024,F56E3.9,nervous-system
WBGene00197033,T24B8.10,nervous-system
WBGene00197039,Y55B1BR.7,nervous-system
WBGene00197050,K08E5.10,nervous-system
WBGene00197066,F13H6.9,nervous-system
WBGene00197085,C04H4.5,nervous-system
WBGene00197137,R08B4.7,nervous-system
WBGene00197147,C09D8.7,nervous-system
WBGene00197163,B0495.15,nervous-system
WBGene00197192,F10E9.14,nervous-system
WBGene00197228,T06E8.3,nervous-system
WBGene00197250,T02E9.15,nervous-system
WBGene00197272,C18F3.7,nervous-system
WBGene00197284,T24A11.5,nervous-system
WBGene00197296,C09B7.6,nervous-system
WBGene00197310,F26A10.11,nervous-system
WBGene00197316,D1022.13,nervous-system
WBGene00197326,F25G6.16,reproductive-system
WBGene00197362,C23H4.11,nervous-system
WBGene00197375,F13H6.11,nervous-system
WBGene00197429,W03G11.11,nervous-system
WBGene00197431,Y67D8C.15,nervous-system
WBGene00197505,C01F4.6,nervous-system
WBGene00197510,C18B12.11,nervous-system
WBGene00197532,F09D5.3,nervous-system
WBGene00197555,Y67D8A.8,nervous-system
WBGene00197585,T08G11.8,nervous-system
WBGene00197630,AH10.8,nervous-system
WBGene00197636,Y67D8C.16,nervous-system
WBGene00197642,C16E9.15,nervous-system
WBGene00197647,K03C7.7,nervous-system
WBGene00197656,F09D5.4,nervous-system
WBGene00197667,R160.8,nervous-system
WBGene00197679,F13H6.14,nervous-system
WBGene00197686,B0034.10,nervous-system
WBGene00197711,Y32F6B.6,nervous-system
WBGene00197733,T25C12.5,nervous-system
WBGene00197801,F58H1.18,nervous-system
WBGene00197802,T19F4.3,nervous-system
WBGene00197833,C38C5.2,nervous-system
WBGene00197836,C29A12.12,nervous-system
WBGene00197839,F14D12.8,nervous-system
WBGene00197882,F12F3.5,nervous-system
WBGene00197890,F47C8.2,nervous-system
WBGene00197903,T28B4.10,nervous-system
WBGene00197906,T04C9.7,nervous-system
WBGene00197925,F31E3.9,nervous-system
WBGene00197952,C18D1.14,nervous-system
WBGene00197975,C06G1.12,nervous-system
WBGene00197989,R07D5.5,nervous-system
WBGene00197997,H01G02.9,nervous-system
WBGene00198020,C16E9.16,nervous-system
WBGene00198063,H05L03.7,nervous-system
WBGene00198075,F57B7.8,nervous-system
WBGene00198128,F59G1.11,nervous-system
WBGene00198145,E03A3.11,nervous-system
WBGene00198152,C48A7.10,nervous-system
WBGene00198168,T22B7.12,nervous-system
WBGene00198185,F56D12.11,nervous-system
WBGene00198193,C17H12.31,nervous-system
WBGene00198213,M03F4.12,nervous-system
WBGene00198236,C18A3.20,nervous-system
WBGene00198257,T02E9.19,nervous-system
WBGene00198307,F12F6.15,nervous-system
WBGene00198312,T21B10.10,nervous-system
WBGene00198313,C29E6.13,nervous-system
WBGene00198314,ZK867.12,nervous-system
WBGene00198323,F26A10.14,nervous-system
WBGene00198371,C16E9.18,nervous-system
WBGene00198374,F14D12.9,nervous-system
WBGene00198414,T22B2.8,nervous-system
WBGene00198429,F57B7.9,nervous-system
WBGene00198431,F07A11.10,nervous-system
WBGene00198454,F28C1.13,nervous-system
WBGene00198456,C30C11.10,nervous-system
WBGene00198476,T18H9.9,nervous-system
WBGene00198497,F10G8.12,nervous-system
WBGene00198507,C01F4.7,nervous-system
WBGene00198521,C07H6.14,nervous-system
WBGene00198528,C44E12.4,nervous-system
WBGene00198746,F08C6.13,nervous-system
WBGene00198750,F11H8.7,nervous-system
WBGene00198766,F12F3.7,nervous-system
WBGene00198772,T25C12.6,nervous-system
WBGene00198794,C29A12.13,nervous-system
WBGene00198819,T22E5.14,nervous-system
WBGene00198855,F59G1.12,nervous-system
WBGene00198864,Y43E12A.6,nervous-system
WBGene00198873,F10C2.11,nervous-system
WBGene00198885,F40H3.12,nervous-system
WBGene00198890,F55D1.3,nervous-system
WBGene00198930,Y22F5A.10,nervous-system
WBGene00198950,T12D8.11,nervous-system
WBGene00198955,F57G12.7,nervous-system
WBGene00199003,F42G9.10,nervous-system
WBGene00199016,W06H8.12,nervous-system
WBGene00199034,F56E3.15,nervous-system
WBGene00199077,K10C3.11,nervous-system
WBGene00199095,T21B10.11,nervous-system
WBGene00199101,C44E12.5,nervous-system
WBGene00199115,T23E1.5,nervous-system
WBGene00199193,F09C11.2,nervous-system
WBGene00199206,F18A1.10,nervous-system
WBGene00199209,F31D4.10,nervous-system
WBGene00199218,R10E12.6,nervous-system
WBGene00199225,ZK1321.5,nervous-system
WBGene00199259,H01G02.12,nervous-system
WBGene00199278,F54D8.8,nervous-system
WBGene00199306,R01E6.15,nervous-system
WBGene00199315,T04C12.23,nervous-system
WBGene00199321,B0034.12,nervous-system
WBGene00199353,C05B10.16,nervous-system
WBGene00199402,B0336.16,nervous-system
WBGene00199426,D1022.15,nervous-system
WBGene00199441,B0350.73,nervous-system
WBGene00199447,F08B12.10,nervous-system
WBGene00199475,ZK112.14,nervous-system
WBGene00199485,M117.11,nervous-system
WBGene00199488,W06H8.13,nervous-system
WBGene00199511,Y54E5B.6,nervous-system
WBGene00199513,R08D7.8,nervous-system
WBGene00199515,F56B6.7,nervous-system
WBGene00199541,Y41E3.460,nervous-system
WBGene00199553,C34E7.7,nervous-system
WBGene00199555,F57C7.11,nervous-system
WBGene00199586,K04G2.13,nervous-system
WBGene00199588,F25H8.16,reproductive-system
WBGene00199589,C16E9.19,nervous-system
WBGene00199603,F13G11.144,nervous-system
WBGene00199613,F10E9.16,nervous-system
WBGene00199631,F59G1.13,nervous-system
WBGene00199637,C56G3.3,nervous-system
WBGene00199652,C41G11.15,nervous-system
WBGene00199658,C09D8.11,nervous-system
WBGene00199666,Y73B6BL.280,nervous-system
WBGene00199735,F14F11.4,nervous-system
WBGene00199742,T06E8.6,nervous-system
WBGene00199761,C23H4.12,nervous-system
WBGene00199784,F08G5.16,nervous-system
WBGene00199833,K02H8.4,nervous-system
WBGene00199867,Y43E12A.7,nervous-system
WBGene00199871,F46F3.14,reproductive-system
WBGene00199918,mir-8192,nervous-system
WBGene00199919,Y37A1B.335,nervous-system
WBGene00199972,Y102A11A.13,nervous-system
WBGene00199974,C14F11.25,nervous-system
WBGene00200020,F46F2.12,nervous-system
WBGene00200026,R07D5.7,nervous-system
WBGene00200044,ZK682.11,nervous-system
WBGene00200053,C01B7.14,nervous-system
WBGene00200059,K02B2.36,nervous-system
WBGene00200100,K03C7.11,nervous-system
WBGene00200121,F40H3.14,nervous-system
WBGene00200158,Y106G6G.9,nervous-system
WBGene00200187,C48A7.13,nervous-system
WBGene00200188,F11C1.14,nervous-system
WBGene00200190,F16F9.15,nervous-system
WBGene00200211,B0034.14,nervous-system
WBGene00200224,F01E11.13,nervous-system
WBGene00200232,R06C1.12,nervous-system
WBGene00200249,F12F3.8,nervous-system
WBGene00200257,B0350.75,nervous-system
WBGene00200259,R02D5.19,nervous-system
WBGene00200292,F57F10.4,nervous-system
WBGene00200293,C24A3.14,nervous-system
WBGene00200294,Y71F9AL.21,nervous-system
WBGene00200330,F42G4.9,nervous-system
WBGene00200347,T28B11.18,nervous-system
WBGene00200351,Y50D4C.9,nervous-system
WBGene00200396,ZK84.14,nervous-system
WBGene00200400,C16E9.21,nervous-system
WBGene00200439,C09H10.16,nervous-system
WBGene00200456,T12B3.9,nervous-system
WBGene00200476,C48D5.9,nervous-system
WBGene00200483,Y32F6B.7,nervous-system
WBGene00200487,K08A8.23,nervous-system
WBGene00200494,D2089.7,nervous-system
WBGene00200518,F38B6.17,nervous-system
WBGene00200543,C34E7.8,nervous-system
WBGene00200555,R153.5,nervous-system
WBGene00200566,F10E9.18,nervous-system
WBGene00200579,B0034.15,nervous-system
WBGene00200594,B0350.76,nervous-system
WBGene00200598,C07G2.4,nervous-system
WBGene00200611,C33G3.11,nervous-system
WBGene00200620,T22B2.10,nervous-system
WBGene00200679,R07D5.8,nervous-system
WBGene00200723,T23E1.6,nervous-system
WBGene00200734,C29A12.18,nervous-system
WBGene00200744,T22B2.11,nervous-system
WBGene00200757,D1046.15,nervous-system
WBGene00200800,K02B2.37,nervous-system
WBGene00200821,T12C9.8,nervous-system
WBGene00200830,T28B11.20,nervous-system
WBGene00200878,Y47G6A.35,nervous-system
WBGene00200920,F29F11.15,nervous-system
WBGene00200924,F35C12.5,nervous-system
WBGene00200934,C48A7.14,nervous-system
WBGene00200946,T05B9.3,nervous-system
WBGene00200987,F46A9.10,nervous-system
WBGene00200996,ZK675.7,nervous-system
WBGene00201034,F57B7.12,nervous-system
WBGene00201044,R12H7.6,nervous-system
WBGene00201046,Y67D2.8,nervous-system
WBGene00201078,C49F8.12,nervous-system
WBGene00201093,Y46E12BL.9,nervous-system
WBGene00201108,B0350.78,nervous-system
WBGene00201192,F16A11.9,nervous-system
WBGene00201194,C09D8.13,nervous-system
WBGene00201206,K09E9.12,nervous-system
WBGene00201207,Y71H9A.9,nervous-system
WBGene00201211,T23E1.7,nervous-system
WBGene00201214,F55C10.11,nervous-system
WBGene00201260,Y76F7A.5,nervous-system
WBGene00201277,C30C11.11,nervous-system
WBGene00201287,H06I04.13,nervous-system
WBGene00201330,T14E8.6,nervous-system
WBGene00201332,F16B3.4,nervous-system
WBGene00201338,C54D2.16,nervous-system
WBGene00201349,R10E12.10,nervous-system
WBGene00201374,C10C6.12,nervous-system
WBGene00201385,F10E9.20,nervous-system
WBGene00201435,C10G11.15,nervous-system
WBGene00201458,VF15C11L.2,nervous-system
WBGene00201461,W06F12.7,nervous-system
WBGene00201466,C32A3.6,nervous-system
WBGene00201477,F08G5.20,nervous-system
WBGene00201487,B0350.80,nervous-system
WBGene00201566,C04D8.4,nervous-system
WBGene00201567,ZK40.8,nervous-system
WBGene00201592,B0350.81,nervous-system
WBGene00201594,C07H6.18,nervous-system
WBGene00201602,F42C5.16,nervous-system
WBGene00201630,C28F5.7,nervous-system
WBGene00201633,F13D11.20,nervous-system
WBGene00201642,C08B11.13,nervous-system
WBGene00201672,C49F8.13,nervous-system
WBGene00201717,C41G11.18,nervous-system
WBGene00201729,C16E9.27,nervous-system
WBGene00201733,R12H7.7,nervous-system
WBGene00201739,F58B4.11,nervous-system
WBGene00201748,F40H3.16,nervous-system
WBGene00201752,F44E5.14,nervous-system
WBGene00201775,F08G5.21,nervous-system
WBGene00201789,F11C1.16,nervous-system
WBGene00201793,E01H11.5,nervous-system
WBGene00201892,K02H8.6,nervous-system
WBGene00202058,F13H6.27,nervous-system
WBGene00202073,Y105C5A.1280,nervous-system
WBGene00202081,F08C6.17,nervous-system
WBGene00202084,C51E3.11,nervous-system
WBGene00202085,F15C11.7,nervous-system
WBGene00202086,F45E10.3,nervous-system
WBGene00202100,K02A4.15,nervous-system
WBGene00202196,C09D8.14,nervous-system
WBGene00202241,F54B11.14,nervous-system
WBGene00202299,F37A4.10,nervous-system
WBGene00202311,R10E12.12,nervous-system
WBGene00202313,BE10.7,nervous-system
WBGene00202336,F55C12.18,nervous-system
WBGene00202346,Y105E8B.14,nervous-system
WBGene00202395,B0034.17,nervous-system
WBGene00202400,C27D6.14,nervous-system
WBGene00202417,E01H11.6,nervous-system
WBGene00202424,T14E8.7,nervous-system
WBGene00202434,K03C7.15,nervous-system
WBGene00202439,F46B6.18,nervous-system
WBGene00202448,C02D4.16,nervous-system
WBGene00202453,C30C11.13,nervous-system
WBGene00202495,T26H5.11,intestine
WBGene00202511,F07C3.16,nervous-system
WBGene00202514,T09F5.20,nervous-system
WBGene00203024,Ppa-ntl-4,intestine
WBGene00203122,PPA30254,intestine
WBGene00203851,PPA30986,intestine
WBGene00204123,PPA31258,intestine
WBGene00204196,Ppa-ubxn-1.2,intestine
WBGene00205288,PPA32427,intestine
WBGene00205731,Ppa-rpl-14,intestine
WBGene00205791,PPA32931,intestine
WBGene00205862,PPA33002,intestine
WBGene00205869,PPA33009,intestine
WBGene00205926,PPA33066,intestine
WBGene00206066,PPA33206,intestine
WBGene00206082,PPA33222,intestine
WBGene00206138,PPA33278,intestine
WBGene00206139,PPA33279,intestine
WBGene00206147,PPA33287,intestine
WBGene00206150,PPA33290,intestine
WBGene00206177,PPA33317,intestine
WBGene00206209,PPA33349,intestine
WBGene00206230,PPA33370,intestine
WBGene00206237,PPA33377,intestine
WBGene00206240,PPA33380,intestine
WBGene00206243,PPA33383,intestine
WBGene00206246,PPA33386,intestine
WBGene00206257,Ppa-odr-2,intestine
WBGene00206260,PPA33400,intestine
WBGene00206275,PPA33415,intestine
WBGene00206295,PPA33435,intestine
WBGene00206313,PPA33453,intestine
WBGene00206315,PPA33455,intestine
